126.59788,45.791584,太阳岛风景区,B01C30003A,哈尔滨,0451,3.1,"3.6,1.9,2.6,2.4,4.8",25,293,1
126.66889,45.780297,哈尔滨文化公园,B01C30IADC,哈尔滨,0451,1.7,"3.9,2.1,0.1,2.8,0.8,0.5",30,88,1
127.241253,45.624647,长寿国家森林公园,B01C30J532,哈尔滨,0451,2.8,"1.5,4.8,2.6,3.5,3.4,0.4,3.7",35,24,2
128.645506,46.096451,铧子山景区-铧子山森林公园,B01C30ITCO,哈尔滨,0451,3.1,"2.6,0.7,4.3,4.8",20,50,3
127.964198,44.173805,凤凰山国家森林公园,B01C30IHMY,哈尔滨,0451,3.1,"3.3,4.3,1.3,3.3,2.1,3.1,4.2",35,225,2
127.62237,44.670429,龙凤山国家森林公园,B01C30000B,哈尔滨,0451,2.7,"4.9,0.7,3.2,1.9",20,295,3
126.938508,45.736125,哈尔滨普罗旺斯薰衣草庄园,B0FFGXTQA8,哈尔滨,0451,4.0,4.0,5,85,4
127.359663,45.286365,西泉眼水库旅游区-西泉眼漂流,B0FFF63TP8,哈尔滨,0451,2.5,"4.5,1.9,3.9,1.1,0.8,2.4,3.8,3.9,0.2",45,141,3
127.114864,45.391435,北方森林动物园,B01C30JKAT,哈尔滨,0451,2.8,"4.0,3.1,2.5,2.4,3.5,2.1,3.7,0.8",40,111,3
127.415048,45.743613,二龙山风景区,B01C30J3VY,哈尔滨,0451,2.6,"3.3,1.9,1.7,2.1,2.6,3.9,3.2,2.4",40,237,2
127.474288,45.366322,松峰山景区,B01C302C27,哈尔滨,0451,1.9,"2.0,0.2,4.1,0.5,2.5,3.5,0.2",35,268,1
127.930969,46.36809,木兰县香磨山风景区,B01C3172CK,哈尔滨,0451,2.3,"3.2,4.8,0.2,4.1,2.4,0.5,2.2,1.4",40,47,5
129.557034,46.330873,慈云寺,B01C302AA6,哈尔滨,0451,3.1,"4.2,4.6,1.6,1.8",20,168,4
127.812760,45.306119,赵一曼纪念园,B01C3178IP,哈尔滨,0451,1.5,1.5,5,136,2
126.898347,45.671779,哈尔滨伏尔加庄园(敖连特会所),B01C317XIL,哈尔滨,0451,3.1,"3.8,2.1,3.0,3.1,3.3",25,72,2
127.599612,45.298620,帽儿山风景区,B01C30IEOV,哈尔滨,0451,2.6,"3.4,2.9,1.1,3.1",20,230,4
126.718419,45.682049,丁香科技博览园,B01C30LARF,哈尔滨,0451,1.0,1.0,5,33,1
126.601663,45.81738,东北虎林园,B01C30J5FG,哈尔滨,0451,2.0,"3.3,3.9,0.9,1.0,1.3,0.9,2.4,2.0,2.2",45,212,2
126.587359,45.785284,哈尔滨极地馆,B01C30IRU3,哈尔滨,0451,2.4,"3.3,0.9,4.6,1.9,0.8,1.4,3.8,2.7",40,282,3
126.716415,45.949516,河口湿地公园,B01C31CVZ7,哈尔滨,0451,2.9,"4.6,0.5,4.1,1.8,2.4,4.0,3.1",35,150,1
126.680363,45.748642,龙塔,B01C30JLQJ,哈尔滨,0451,3.3,"3.7,4.3,3.9,1.2",20,96,1
126.585822,45.796602,哈尔滨新泻友谊园,B01C30IU22,哈尔滨,0451,3.9,3.9,5,237,5
126.674888,45.775876,哈尔滨文庙,B01C30IYK9,哈尔滨,0451,3.2,3.2,5,156,1
126.634137,45.610735,侵华日军第731部队遗址第二保护区,B01C317C67,哈尔滨,0451,2.5,"2.9,4.4,1.2,2.5,2.6,1.2",30,64,2
126.642501,45.759556,革命领袖视察黑龙江纪念馆,B01C30J5NN,哈尔滨,0451,0,,0,185,5
126.577391,45.745383,松柏生态园,B01C30IZNG,哈尔滨,0451,1.6,"3.0,1.1,0.9,1.5",20,197,3
126.717295,45.718993,中国亭园,B0FFG106O5,哈尔滨,0451,3.3,"3.9,3.0,4.7,1.6",20,217,3
127.530509,45.578188,香炉山国家森林公园,B0FFF37KJO,哈尔滨,0451,2.0,"0.4,0.8,0.8,1.2,2.4,4.4,3.5,0.0,4.8",45,224,4
128.141549,44.387815,雪谷,B01C31DK2W,哈尔滨,0451,3.1,"3.2,5.0,4.4,2.2,1.4,2.4",30,30,1
126.607300,45.975384,萧红故居,B0FFH0560U,哈尔滨,0451,4.0,"2.8,3.3,5.0,4.7",20,269,5
126.637176,45.609608,侵华日军第七三一部队遗址,B01C30J40L,哈尔滨,0451,1.5,"2.0,1.6,2.0,0.8,0.3,2.4",30,58,1
126.847623,45.231347,华藏寺,B01C30JH6U,哈尔滨,0451,0,,0,59,3
127.145272,45.400283,玉泉威虎山森林公园,B01C30LE2W,哈尔滨,0451,0,,0,95,2
127.419802,45.496271,金龙山国家森林公园,B01C31AYVA,哈尔滨,0451,0.8,0.8,5,56,2
126.613943,45.773029,鞑靼清真寺,B01C3183W0,哈尔滨,0451,0,,0,68,4
126.758919,45.735532,北大荒现代农业园,B01C317KZI,哈尔滨,0451,1.8,"0.6,3.8,1.9,0.1,2.0,2.3",30,100,4
126.562269,45.778343,冰雪大世界,B01C317HZ0,哈尔滨,0451,2.2,"3.7,0.9,2.0,1.3,1.1,0.3,4.4,3.5",40,127,5
126.592189,45.804411,中东铁路公园,B0FFH89K3B,哈尔滨,0451,1.1,1.1,5,35,4
128.269669,46.213252,鸡冠山景区,B01C31DKT8,哈尔滨,0451,2.0,"0.3,1.6,3.6,1.0,3.2,2.3",30,225,2
126.655799,45.658329,三精制药工业园区,B01C30KJUM,哈尔滨,0451,2.5,"2.4,0.2,1.2,3.8,4.8,4.6,2.8,2.9,0.1",45,159,5
129.597901,46.335756,东山怪坡,B01C30K3ER,哈尔滨,0451,0,,0,38,1
128.756395,45.815614,莲花湖,B01C301D89,哈尔滨,0451,3.4,"3.9,1.7,2.7,4.4,4.4",25,76,4
126.710989,45.874048,滨江湿地金沙滩风景区,B01C31DB23,哈尔滨,0451,1.2,"0.6,1.9",10,225,5
127.370337,45.297522,森工总局平山旅游区,B01C30IEOQ,哈尔滨,0451,2.5,"0.5,4.5",10,245,5
126.607263,45.975638,萧红纪念馆,B01C302AA1,哈尔滨,0451,3.5,"4.4,3.0,4.7,1.7",20,88,3
129.146909,46.314229,清河悬羊岭风景区,B0FFF63TRP,哈尔滨,0451,3.1,"3.8,5.0,0.9,4.4,2.7,1.9,0.1,4.4,4.7",45,100,1
127.958144,45.217873,尚志碑林,B01C303317,哈尔滨,0451,1.7,"0.7,1.2,3.3,1.1,3.1,0.8",30,74,4
126.967404,45.497574,哈尔滨金源文化旅游区,B01C30KJU1,哈尔滨,0451,2.5,"1.5,1.2,0.9,3.4,3.9,0.2,1.9,4.1,4.9,3.0",50,209,4
127.044191,46.062647,黄土山景区,B01C30I5LN,哈尔滨,0451,2.7,"4.0,0.3,0.1,4.9,3.6,3.4",30,239,5
126.546564,45.735455,体育公园,B01C317DC5,哈尔滨,0451,0,,0,75,3
126.581656,45.752651,哈尔滨顾乡公园,B01C30K39Q,哈尔滨,0451,2.5,"0.6,4.0,4.4,1.2,1.2,1.5,3.2,3.1,3.0,2.8",50,276,5
126.655828,45.760721,儿童公园,B01C300040,哈尔滨,0451,3.0,"4.2,3.2,4.4,4.4,3.7,0.8,1.8,1.5",40,96,2
126.6509,45.755104,俄罗斯河园,B01C30KAJA,哈尔滨,0451,2.0,"3.0,2.5,2.2,1.6,2.1,2.8,0.5,1.6",40,63,3
126.523919,45.813535,哈尔滨黑天鹅度假区,B01C30JP82,哈尔滨,0451,2.5,"0.9,0.1,4.8,0.0,4.6,4.8,2.3",35,284,3
126.898316,45.899179,白渔泡湿地公园,B01C317XQD,哈尔滨,0451,2.6,"3.1,0.1,3.1,1.7,4.2,3.9,0.4,4.7,1.4,3.6",50,114,1
126.550052,45.722298,雨阳公园,B0FFFFLK9X,哈尔滨,0451,1.2,"1.7,0.9,0.3,1.9",20,192,2
126.683596,45.72672,尚志公园,B01C30HQ1R,哈尔滨,0451,2.3,"1.2,2.1,3.9,3.4,0.8,4.0,1.5,3.7,0.3",45,158,4
126.663389,45.791849,靖宇公园,B01C302891,哈尔滨,0451,1.9,"0.2,2.0,3.9,2.0,2.1,1.0",30,110,2
129.013661,45.665513,双子山原始森林公园,B01C30J3Y2,哈尔滨,0451,2.5,"2.0,1.3,4.3,3.7,2.1,3.3,2.5,1.1",40,212,1
126.650152,45.704062,黑龙江省森林植物园,B01C317JV1,哈尔滨,0451,1.5,"0.2,3.3,0.1,1.3,1.2,2.9",30,31,5
126.637928,45.749594,苏联驻哈尔滨总领事馆旧址,B01C30KBZ8,哈尔滨,0451,3.5,"4.8,2.1,3.5,1.8,4.8,2.9,3.9,3.7,3.8,3.3",50,54,3
126.664914,45.777753,极乐寺,B01C304057,哈尔滨,0451,3.1,"4.3,3.8,3.4,0.1,4.8,1.0,0.8,3.5,4.1,4.8",50,206,3
126.604317,45.77262,友谊公园,B01C31AO3C,哈尔滨,0451,2.6,"4.5,1.2,0.2,0.4,1.6,1.3,3.8,5.0,2.8,5.0",50,54,4
126.552285,45.728579,群力国家城市湿地公园,B01C31883F,哈尔滨,0451,2.8,"3.9,1.6",10,55,1
126.788768,45.884751,滨江湿地旅游风景区,B01C31B4O9,哈尔滨,0451,3.0,"2.8,3.9,4.6,3.3,0.2",25,38,4
126.985574,45.543139,会宁公园,B01C317FII,哈尔滨,0451,2.4,"3.8,3.8,0.9,3.1,0.6,4.8,0.8,3.5,0.1,2.9",50,180,5
126.315555,45.629897,北大荒闫家岗国际温泉度假区,B0FFG25E65,哈尔滨,0451,0.2,0.2,5,177,2
126.56789,45.744048,丁香公园,B01C31AYXG,哈尔滨,0451,1.6,1.6,5,272,3
126.654273,45.708618,黛秀湖公园,B01C30LA5R,哈尔滨,0451,2.6,"2.1,4.7,1.6,2.2,2.5",25,191,2
126.614977,45.729733,清滨公园,B01C30JZW5,哈尔滨,0451,2.7,"3.4,3.5,0.2,3.5,3.2,3.6,2.9,1.0",40,103,2
126.636454,45.595745,平房公园,B01C30ICIT,哈尔滨,0451,1.9,"2.4,4.4,0.5,0.4",20,79,3
126.693158,45.788115,太平公园,B01C30IACI,哈尔滨,0451,2.4,"4.4,4.3,0.2,2.6,3.2,2.1,2.2,0.5",40,183,3
126.655557,45.702567,中国远大生态园,B01C301E73,哈尔滨,0451,2.0,"0.5,2.3,3.1",15,55,2
126.617238,45.780646,哈尔滨市人民防洪胜利纪念塔,B01C30I9EP,哈尔滨,0451,0,,0,287,4
126.696484,45.77423,哈尔滨市古梨园,B01C301C2F,哈尔滨,0451,3.1,"1.3,3.9,5.0,2.5,0.9,2.6,2.9,3.0,3.7,5.0",50,296,1
126.655557,45.702567,中国远大生态园,B01C301E73,哈尔滨,0451,2.0,"0.4,4.3,2.6,1.3,1.7,2.7,0.7,4.5,1.7,0.2",50,191,5
126.651730,45.787428,阿拉伯广场-清真寺,B01C30IVM9,哈尔滨,0451,1.8,"0.8,1.8,1.3,2.1,0.5,2.2,0.2,1.0,4.3,4.2",50,257,2
126.617238,45.780646,哈尔滨市人民防洪胜利纪念塔,B01C30I9EP,哈尔滨,0451,3.0,"4.1,4.8,2.3,3.6,3.9,1.8,3.0,0.4",40,255,1
126.696484,45.77423,哈尔滨市古梨园,B01C301C2F,哈尔滨,0451,2.8,"2.4,1.6,2.4,4.6",20,134,3
126.523713,45.817537,哈尔滨新区中心公园,B0FFIFGCY6,哈尔滨,0451,4.1,4.1,5,46,2
126.676976,45.784110,奇乐儿海洋主题公园,B0FFG085H2,哈尔滨,0451,2.3,"2.0,0.8,4.0,2.4",20,97,4
126.651656,45.787319,阿拉伯广场,B01C30KEJL,哈尔滨,0451,3.3,"3.5,1.8,4.6",15,36,4
126.504789,45.806585,万达文化旅游城,B01C31BTKX,哈尔滨,0451,1.8,"3.4,1.5,1.9,1.5,1.9,0.4",30,161,1
126.684001,45.775734,哈军工纪念馆,B0FFFAL1QB,哈尔滨,0451,1.8,"2.2,1.9,1.4",15,224,5
